gate 000: hrk OR rnb -> pwm
gate 144: tpc OR rmv -> ntn
gate 145: dtn XOR ntn -> z28
gate 146: y29 XOR x29 -> scf
gate 147: ftg OR tvw -> fnw
gate 148: y37 AND x37 -> ssp
gate 149: pgp OR mfv -> tmq
gate 150: x09 XOR y09 -> sqm
gate 151: x08 AND y08 -> nbj
gate 152: x28 AND y28 -> fnj
gate 153: pbf AND qwr -> ggw
gate 154: pwv AND sqm -> kqj
gate 155: y00 XOR x00 -> z00
gate 156: y42 XOR x42 -> kbt
gate 157: x00 AND y00 -> bdk
gate 158: x36 XOR y36 -> rhc
gate 159: jkg OR kgb -> wjt
gate 160: wfr AND fnv -> sjc
gate 161: wkw OR jgr -> z33
gate 162: x20 AND y20 -> rwm
gate 163: y26 XOR x26 -> qwr
gate 164: y44 AND x44 -> svd
gate 165: sqm XOR pwv -> z09
gate 166: wcj XOR fnw -> z44
gate 167: y13 XOR x13 -> shm
gate 168: hdc AND kbt -> wdk
gate 169: y43 XOR x43 -> vbv
gate 170: tmq XOR fmg -> z30
gate 171: cqv AND gvf -> dvq
gate 172: y17 XOR x17 -> vtd
gate 173: x22 XOR y22 -> prd
gate 174: fgp OR qkp -> fnv
gate 175: y28 XOR x28 -> dtn
gate 176: x33 AND y33 -> wkw
gate 177: njv AND shm -> hrk
gate 178: x04 AND y04 -> jhb
gate 179: fcd XOR mgc -> z34
gate 180: dsq AND tbw -> tqv
gate 181: hhc XOR knm -> z32
gate 182: hvv AND rnq -> cmk
gate 183: jcw OR wnk -> rnq
gate 184: x39 AND y39 -> chr
gate 185: pns AND tsc -> z20
gate 186: x35 AND y35 -> fjg
gate 187: x21 XOR y21 -> krw
gate 188: djk XOR pwm -> z14
gate 189: y02 XOR x02 -> vjn
gate 190: x30 AND y30 -> ttv
gate 191: y12 AND x12 -> fdg
gate 192: y15 XOR x15 -> jtv
gate 193: bdf OR dgf -> dsq
gate 194: wgr AND bwj -> nps
gate 195: y36 AND x36 -> dqh
gate 196: y10 AND x10 -> bqd
gate 197: cdj OR bqd -> pjh
gate 198: fnj OR wsm -> ksv
gate 199: trg OR kkp -> pbf
gate 200: gkb XOR pjh -> z11
gate 201: rsq AND bdk -> jnh
gate 202: bdk XOR rsq -> z01
gate 203: y43 AND x43 -> ftg
gate 204: jbj XOR rkg -> z24
gate 205: jct XOR hmm -> z41
gate 206: dnv OR pbd -> mgm
gate 207: spt XOR vjn -> z02
gate 208: rtc XOR rhc -> z36
gate 209: y05 AND x05 -> gvh
gate 210: rnq XOR hvv -> z23
gate 211: x13 AND y13 -> rnb
gate 212: y39 XOR x39 -> bwj
gate 213: mch AND jbk -> tcw
gate 214: fhp OR rwm -> vnk
gate 215: vmr XOR bnc -> hmk
gate 216: ttw OR ggw -> dkb
gate 217: x27 AND y27 -> rvf
gate 218: x19 XOR y19 -> gdq
gate 219: x40 XOR y40 -> grr
gate 220: y31 XOR x31 -> hbc
gate 221: hdc XOR kbt -> z42
x: 0000000000000000000111111111111111111111111111111111111111111111
y: 0000000000000000000111111111111111111111111111111111111111111111
z: 0000000000000000001111111111111111110111111011111111111111111110
============== z00 ====================
z00(0) <- XOR (0x140000eb880) <- 
        <- x00(1)
        <- y00(1)
============== z01 ====================
z01(1) <- XOR (0x140000eed90) <- 
    bdk(1) <- AND (0x140000eb960) <- 
            <- y00(1)
            <- x00(1)
    rsq(0) <- XOR (0x140000ead90) <- 
            <- x01(1)
            <- y01(1)
============== z02 ====================
z02(1) <- XOR (0x140000eefc0) <- 
    spt(1) <- OR (0x140000ea4d0) <- 
        jnh(0) <- AND (0x140000eed20) <- 
            rsq(0) <- XOR (0x140000ead90) <- 
                    <- x01(1)
                    <- y01(1)
            bdk(1) <- AND (0x140000eb960) <- 
                    <- y00(1)
                    <- x00(1)
        qkj(1) <- AND (0x140000eae00) <- 
                <- y01(1)
                <- x01(1)
    vjn(0) <- XOR (0x140000ee7e0) <- 
            <- x02(1)
            <- y02(1)
============== z03 ====================
z03(1) <- XOR (0x140000e6620) <- 
    mtq(0) <- XOR (0x140000eaa80) <- 
            <- x03(1)
            <- y03(1)
    tkj(1) <- OR (0x140000ea1c0) <- 
        gms(0) <- AND (0x140000eb030) <- 
            spt(1) <- OR (0x140000ea4d0) <- 
                jnh(0) <- AND (0x140000eed20) <- 
                    rsq(0) <- XOR (0x140000ead90) <- 
                            <- x01(1)
                            <- y01(1)
                    bdk(1) <- AND (0x140000eb960) <- 
                            <- y00(1)
                            <- x00(1)
                qkj(1) <- AND (0x140000eae00) <- 
                        <- y01(1)
                        <- x01(1)
            vjn(0) <- XOR (0x140000ee7e0) <- 
                    <- x02(1)
                    <- y02(1)
        cpf(1) <- AND (0x140000ea0e0) <- 
                <- x02(1)
                <- y02(1)
============== z04 ====================
z04(1) <- XOR (0x140000e7ab0) <- 
    wfr(0) <- XOR (0x140000e75e0) <- 
            <- y04(1)
            <- x04(1)
    fnv(1) <- OR (0x140000ee150) <- 
        fgp(0) <- AND (0x140000bdc00) <- 
            mtq(0) <- XOR (0x140000eaa80) <- 
                    <- x03(1)
                    <- y03(1)
            tkj(1) <- OR (0x140000ea1c0) <- 
                gms(0) <- AND (0x140000eb030) <- 
                    spt(1) <- OR (0x140000ea4d0) <- 
                        jnh(0) <- AND (0x140000eed20) <- 
                            rsq(0) <- XOR (0x140000ead90) <- 
                                    <- x01(1)
                                    <- y01(1)
                            bdk(1) <- AND (0x140000eb960) <- 
                                    <- y00(1)
                                    <- x00(1)
                        qkj(1) <- AND (0x140000eae00) <- 
                                <- y01(1)
                                <- x01(1)
                    vjn(0) <- XOR (0x140000ee7e0) <- 
                            <- x02(1)
                            <- y02(1)
                cpf(1) <- AND (0x140000ea0e0) <- 
                        <- x02(1)
                        <- y02(1)
        qkp(1) <- AND (0x140000eaaf0) <- 
                <- x03(1)
                <- y03(1)
============== z05 ====================
z05(1) <- XOR (0x140000e69a0) <- 
    mch(1) <- OR (0x140000ea150) <- 
        sjc(0) <- AND (0x140000ebab0) <- 
            wfr(0) <- XOR (0x140000e75e0) <- 
                    <- y04(1)
                    <- x04(1)
            fnv(1) <- OR (0x140000ee150) <- 
                fgp(0) <- AND (0x140000bdc00) <- 
                    mtq(0) <- XOR (0x140000eaa80) <- 
                            <- x03(1)
                            <- y03(1)
                    tkj(1) <- OR (0x140000ea1c0) <- 
                        gms(0) <- AND (0x140000eb030) <- 
                            spt(1) <- OR (0x140000ea4d0) <- 
                                jnh(0) <- AND (0x140000eed20) <- 
                                    rsq(0) <- XOR (0x140000ead90) <- 
                                            <- x01(1)
                                            <- y01(1)
                                    bdk(1) <- AND (0x140000eb960) <- 
                                            <- y00(1)
                                            <- x00(1)
                                qkj(1) <- AND (0x140000eae00) <- 
                                        <- y01(1)
                                        <- x01(1)
                            vjn(0) <- XOR (0x140000ee7e0) <- 
                                    <- x02(1)
                                    <- y02(1)
                        cpf(1) <- AND (0x140000ea0e0) <- 
                                <- x02(1)
                                <- y02(1)
                qkp(1) <- AND (0x140000eaaf0) <- 
                        <- x03(1)
                        <- y03(1)
        jhb(1) <- AND (0x140000ee310) <- 
                <- y04(1)
                <- x04(1)
    jbk(0) <- XOR (0x140000bd420) <- 
            <- y05(1)
            <- x05(1)
============== z06 ====================
z06(1) <- XOR (0x140000ea070) <- 
    wjq(1) <- OR (0x140000ea310) <- 
        tcw(0) <- AND (0x140000ef260) <- 
            mch(1) <- OR (0x140000ea150) <- 
                sjc(0) <- AND (0x140000ebab0) <- 
                    wfr(0) <- XOR (0x140000e75e0) <- 
                            <- y04(1)
                            <- x04(1)
                    fnv(1) <- OR (0x140000ee150) <- 
                        fgp(0) <- AND (0x140000bdc00) <- 
                            mtq(0) <- XOR (0x140000eaa80) <- 
                                    <- x03(1)
                                    <- y03(1)
                            tkj(1) <- OR (0x140000ea1c0) <- 
                                gms(0) <- AND (0x140000eb030) <- 
                                    spt(1) <- OR (0x140000ea4d0) <- 
                                        jnh(0) <- AND (0x140000eed20) <- 
                                            rsq(0) <- XOR (0x140000ead90) <- 
                                                    <- x01(1)
                                                    <- y01(1)
                                            bdk(1) <- AND (0x140000eb960) <- 
                                                    <- y00(1)
                                                    <- x00(1)
                                        qkj(1) <- AND (0x140000eae00) <- 
                                                <- y01(1)
                                                <- x01(1)
                                    vjn(0) <- XOR (0x140000ee7e0) <- 
                                            <- x02(1)
                                            <- y02(1)
                                cpf(1) <- AND (0x140000ea0e0) <- 
                                        <- x02(1)
                                        <- y02(1)
                        qkp(1) <- AND (0x140000eaaf0) <- 
                                <- x03(1)
                                <- y03(1)
                jhb(1) <- AND (0x140000ee310) <- 
                        <- y04(1)
                        <- x04(1)
            jbk(0) <- XOR (0x140000bd420) <- 
                    <- y05(1)
                    <- x05(1)
        gvh(1) <- AND (0x140000ef0a0) <- 
                <- x05(1)
                <- y05(1)
    thj(0) <- XOR (0x140000eb1f0) <- 
            <- x06(1)
            <- y06(1)
============== z07 ====================
z07(1) <- XOR (0x140000bd960) <- 
    pmd(0) <- XOR (0x140000e6f50) <- 
            <- y07(1)
            <- x07(1)
    tqd(1) <- OR (0x140000e7110) <- 
        gjj(0) <- AND (0x140000eae70) <- 
            wjq(1) <- OR (0x140000ea310) <- 
                tcw(0) <- AND (0x140000ef260) <- 
                    mch(1) <- OR (0x140000ea150) <- 
                        sjc(0) <- AND (0x140000ebab0) <- 
                            wfr(0) <- XOR (0x140000e75e0) <- 
                                    <- y04(1)
                                    <- x04(1)
                            fnv(1) <- OR (0x140000ee150) <- 
                                fgp(0) <- AND (0x140000bdc00) <- 
                                    mtq(0) <- XOR (0x140000eaa80) <- 
                                            <- x03(1)
                                            <- y03(1)
                                    tkj(1) <- OR (0x140000ea1c0) <- 
                                        gms(0) <- AND (0x140000eb030) <- 
                                            spt(1) <- OR (0x140000ea4d0) <- 
                                                jnh(0) <- AND (0x140000eed20) <- 
                                                    rsq(0) <- XOR (0x140000ead90) <- 
                                                            <- x01(1)
                                                            <- y01(1)
                                                    bdk(1) <- AND (0x140000eb960) <- 
                                                            <- y00(1)
                                                            <- x00(1)
                                                qkj(1) <- AND (0x140000eae00) <- 
                                                        <- y01(1)
                                                        <- x01(1)
                                            vjn(0) <- XOR (0x140000ee7e0) <- 
                                                    <- x02(1)
                                                    <- y02(1)
                                        cpf(1) <- AND (0x140000ea0e0) <- 
                                                <- x02(1)
                                                <- y02(1)
                                qkp(1) <- AND (0x140000eaaf0) <- 
                                        <- x03(1)
                                        <- y03(1)
                        jhb(1) <- AND (0x140000ee310) <- 
                                <- y04(1)
                                <- x04(1)
                    jbk(0) <- XOR (0x140000bd420) <- 
                            <- y05(1)
                            <- x05(1)
                gvh(1) <- AND (0x140000ef0a0) <- 
                        <- x05(1)
                        <- y05(1)
            thj(0) <- XOR (0x140000eb1f0) <- 
                    <- x06(1)
                    <- y06(1)
        dsw(1) <- AND (0x140000e6ee0) <- 
                <- y06(1)
                <- x06(1)
============== z08 ====================
z08(1) <- XOR (0x140000e6d90) <- 
    tbw(0) <- XOR (0x140000e7570) <- 
            <- x08(1)
            <- y08(1)
    dsq(1) <- OR (0x140000ee9a0) <- 
        bdf(0) <- AND (0x140000bdc70) <- 
            tqd(1) <- OR (0x140000e7110) <- 
                gjj(0) <- AND (0x140000eae70) <- 
                    wjq(1) <- OR (0x140000ea310) <- 
                        tcw(0) <- AND (0x140000ef260) <- 
                            mch(1) <- OR (0x140000ea150) <- 
                                sjc(0) <- AND (0x140000ebab0) <- 
                                    wfr(0) <- XOR (0x140000e75e0) <- 
                                            <- y04(1)
                                            <- x04(1)
                                    fnv(1) <- OR (0x140000ee150) <- 
                                        fgp(0) <- AND (0x140000bdc00) <- 
                                            mtq(0) <- XOR (0x140000eaa80) <- 
                                                    <- x03(1)
                                                    <- y03(1)
                                            tkj(1) <- OR (0x140000ea1c0) <- 
                                                gms(0) <- AND (0x140000eb030) <- 
                                                    spt(1) <- OR (0x140000ea4d0) <- 
                                                        jnh(0) <- AND (0x140000eed20) <- 
                                                            rsq(0) <- XOR (0x140000ead90) <- 
                                                                    <- x01(1)
                                                                    <- y01(1)
                                                            bdk(1) <- AND (0x140000eb960) <- 
                                                                    <- y00(1)
                                                                    <- x00(1)
                                                        qkj(1) <- AND (0x140000eae00) <- 
                                                                <- y01(1)
                                                                <- x01(1)
                                                    vjn(0) <- XOR (0x140000ee7e0) <- 
                                                            <- x02(1)
                                                            <- y02(1)
                                                cpf(1) <- AND (0x140000ea0e0) <- 
                                                        <- x02(1)
                                                        <- y02(1)
                                        qkp(1) <- AND (0x140000eaaf0) <- 
                                                <- x03(1)
                                                <- y03(1)
                                jhb(1) <- AND (0x140000ee310) <- 
                                        <- y04(1)
                                        <- x04(1)
                            jbk(0) <- XOR (0x140000bd420) <- 
                                    <- y05(1)
                                    <- x05(1)
                        gvh(1) <- AND (0x140000ef0a0) <- 
                                <- x05(1)
                                <- y05(1)
                    thj(0) <- XOR (0x140000eb1f0) <- 
                            <- x06(1)
                            <- y06(1)
                dsw(1) <- AND (0x140000e6ee0) <- 
                        <- y06(1)
                        <- x06(1)
            pmd(0) <- XOR (0x140000e6f50) <- 
                    <- y07(1)
                    <- x07(1)
        dgf(1) <- AND (0x140000bdab0) <- 
                <- x07(1)
                <- y07(1)
============== z09 ====================
z09(1) <- XOR (0x140000ebce0) <- 
    sqm(0) <- XOR (0x140000eb650) <- 
            <- y09(1)
            <- x09(1)
    pwv(1) <- OR (0x140000bdb90) <- 
        nbj(1) <- AND (0x140000eb6c0) <- 
                <- y08(1)
                <- x08(1)
        tqv(0) <- AND (0x140000ee3f0) <- 
            dsq(1) <- OR (0x140000ee9a0) <- 
                bdf(0) <- AND (0x140000bdc70) <- 
                    tqd(1) <- OR (0x140000e7110) <- 
                        gjj(0) <- AND (0x140000eae70) <- 
                            wjq(1) <- OR (0x140000ea310) <- 
                                tcw(0) <- AND (0x140000ef260) <- 
                                    mch(1) <- OR (0x140000ea150) <- 
                                        sjc(0) <- AND (0x140000ebab0) <- 
                                            wfr(0) <- XOR (0x140000e75e0) <- 
                                                    <- y04(1)
                                                    <- x04(1)
                                            fnv(1) <- OR (0x140000ee150) <- 
                                                fgp(0) <- AND (0x140000bdc00) <- 
                                                    mtq(0) <- XOR (0x140000eaa80) <- 
                                                            <- x03(1)
                                                            <- y03(1)
                                                    tkj(1) <- OR (0x140000ea1c0) <- 
                                                        gms(0) <- AND (0x140000eb030) <- 
                                                            spt(1) <- OR (0x140000ea4d0) <- 
                                                                jnh(0) <- AND (0x140000eed20) <- 
                                                                    rsq(0) <- XOR (0x140000ead90) <- 
                                                                            <- x01(1)
                                                                            <- y01(1)
                                                                    bdk(1) <- AND (0x140000eb960) <- 
                                                                            <- y00(1)
                                                                            <- x00(1)
                                                                qkj(1) <- AND (0x140000eae00) <- 
                                                                        <- y01(1)
                                                                        <- x01(1)
                                                            vjn(0) <- XOR (0x140000ee7e0) <- 
                                                                    <- x02(1)
                                                                    <- y02(1)
                                                        cpf(1) <- AND (0x140000ea0e0) <- 
                                                                <- x02(1)
                                                                <- y02(1)
                                                qkp(1) <- AND (0x140000eaaf0) <- 
                                                        <- x03(1)
                                                        <- y03(1)
                                        jhb(1) <- AND (0x140000ee310) <- 
                                                <- y04(1)
                                                <- x04(1)
                                    jbk(0) <- XOR (0x140000bd420) <- 
                                            <- y05(1)
                                            <- x05(1)
                                gvh(1) <- AND (0x140000ef0a0) <- 
                                        <- x05(1)
                                        <- y05(1)
                            thj(0) <- XOR (0x140000eb1f0) <- 
                                    <- x06(1)
                                    <- y06(1)
                        dsw(1) <- AND (0x140000e6ee0) <- 
                                <- y06(1)
                                <- x06(1)
                    pmd(0) <- XOR (0x140000e6f50) <- 
                            <- y07(1)
                            <- x07(1)
                dgf(1) <- AND (0x140000bdab0) <- 
                        <- x07(1)
                        <- y07(1)
            tbw(0) <- XOR (0x140000e7570) <- 
                    <- x08(1)
                    <- y08(1)
============== z10 ====================
z10(1) <- XOR (0x140000e7f10) <- 
    ddg(1) <- OR (0x140000eac40) <- 
        kqj(0) <- AND (0x140000eb810) <- 
            pwv(1) <- OR (0x140000bdb90) <- 
                nbj(1) <- AND (0x140000eb6c0) <- 
                        <- y08(1)
                        <- x08(1)
                tqv(0) <- AND (0x140000ee3f0) <- 
                    dsq(1) <- OR (0x140000ee9a0) <- 
                        bdf(0) <- AND (0x140000bdc70) <- 
                            tqd(1) <- OR (0x140000e7110) <- 
                                gjj(0) <- AND (0x140000eae70) <- 
                                    wjq(1) <- OR (0x140000ea310) <- 
                                        tcw(0) <- AND (0x140000ef260) <- 
                                            mch(1) <- OR (0x140000ea150) <- 
                                                sjc(0) <- AND (0x140000ebab0) <- 
                                                    wfr(0) <- XOR (0x140000e75e0) <- 
                                                            <- y04(1)
                                                            <- x04(1)
                                                    fnv(1) <- OR (0x140000ee150) <- 
                                                        fgp(0) <- AND (0x140000bdc00) <- 
                                                            mtq(0) <- XOR (0x140000eaa80) <- 
                                                                    <- x03(1)
                                                                    <- y03(1)
                                                            tkj(1) <- OR (0x140000ea1c0) <- 
                                                                gms(0) <- AND (0x140000eb030) <- 
                                                                    spt(1) <- OR (0x140000ea4d0) <- 
                                                                        jnh(0) <- AND (0x140000eed20) <- 
                                                                            rsq(0) <- XOR (0x140000ead90) <- 
                                                                                    <- x01(1)
                                                                                    <- y01(1)
                                                                            bdk(1) <- AND (0x140000eb960) <- 
                                                                                    <- y00(1)
                                                                                    <- x00(1)
                                                                        qkj(1) <- AND (0x140000eae00) <- 
                                                                                <- y01(1)
                                                                                <- x01(1)
                                                                    vjn(0) <- XOR (0x140000ee7e0) <- 
                                                                            <- x02(1)
                                                                            <- y02(1)
                                                                cpf(1) <- AND (0x140000ea0e0) <- 
                                                                        <- x02(1)
                                                                        <- y02(1)
                                                        qkp(1) <- AND (0x140000eaaf0) <- 
                                                                <- x03(1)
                                                                <- y03(1)
                                                jhb(1) <- AND (0x140000ee310) <- 
                                                        <- y04(1)
                                                        <- x04(1)
                                            jbk(0) <- XOR (0x140000bd420) <- 
                                                    <- y05(1)
                                                    <- x05(1)
                                        gvh(1) <- AND (0x140000ef0a0) <- 
                                                <- x05(1)
                                                <- y05(1)
                                    thj(0) <- XOR (0x140000eb1f0) <- 
                                            <- x06(1)
                                            <- y06(1)
                                dsw(1) <- AND (0x140000e6ee0) <- 
                                        <- y06(1)
                                        <- x06(1)
                            pmd(0) <- XOR (0x140000e6f50) <- 
                                    <- y07(1)
                                    <- x07(1)
                        dgf(1) <- AND (0x140000bdab0) <- 
                                <- x07(1)
                                <- y07(1)
                    tbw(0) <- XOR (0x140000e7570) <- 
                            <- x08(1)
                            <- y08(1)
            sqm(0) <- XOR (0x140000eb650) <- 
                    <- y09(1)
                    <- x09(1)
        bcs(1) <- AND (0x140000eaee0) <- 
                <- y09(1)
                <- x09(1)
    tck(0) <- XOR (0x140000e7ce0) <- 
            <- y10(1)
            <- x10(1)
============== z11 ====================
z11(1) <- XOR (0x140000eecb0) <- 
    gkb(0) <- XOR (0x140000bda40) <- 
            <- x11(1)
            <- y11(1)
    pjh(1) <- OR (0x140000eeb60) <- 
        cdj(0) <- AND (0x140000ea7e0) <- 
            tck(0) <- XOR (0x140000e7ce0) <- 
                    <- y10(1)
                    <- x10(1)
            ddg(1) <- OR (0x140000eac40) <- 
                kqj(0) <- AND (0x140000eb810) <- 
                    pwv(1) <- OR (0x140000bdb90) <- 
                        nbj(1) <- AND (0x140000eb6c0) <- 
                                <- y08(1)
                                <- x08(1)
                        tqv(0) <- AND (0x140000ee3f0) <- 
                            dsq(1) <- OR (0x140000ee9a0) <- 
                                bdf(0) <- AND (0x140000bdc70) <- 
                                    tqd(1) <- OR (0x140000e7110) <- 
                                        gjj(0) <- AND (0x140000eae70) <- 
                                            wjq(1) <- OR (0x140000ea310) <- 
                                                tcw(0) <- AND (0x140000ef260) <- 
                                                    mch(1) <- OR (0x140000ea150) <- 
                                                        sjc(0) <- AND (0x140000ebab0) <- 
                                                            wfr(0) <- XOR (0x140000e75e0) <- 
                                                                    <- y04(1)
                                                                    <- x04(1)
                                                            fnv(1) <- OR (0x140000ee150) <- 
                                                                fgp(0) <- AND (0x140000bdc00) <- 
                                                                    mtq(0) <- XOR (0x140000eaa80) <- 
                                                                            <- x03(1)
                                                                            <- y03(1)
                                                                    tkj(1) <- OR (0x140000ea1c0) <- 
                                                                        gms(0) <- AND (0x140000eb030) <- 
                                                                            spt(1) <- OR (0x140000ea4d0) <- 
                                                                                jnh(0) <- AND (0x140000eed20) <- 
                                                                                    rsq(0) <- XOR (0x140000ead90) <- 
                                                                                            <- x01(1)
                                                                                            <- y01(1)
                                                                                    bdk(1) <- AND (0x140000eb960) <- 
                                                                                            <- y00(1)
                                                                                            <- x00(1)
                                                                                qkj(1) <- AND (0x140000eae00) <- 
                                                                                        <- y01(1)
                                                                                        <- x01(1)
                                                                            vjn(0) <- XOR (0x140000ee7e0) <- 
                                                                                    <- x02(1)
                                                                                    <- y02(1)
                                                                        cpf(1) <- AND (0x140000ea0e0) <- 
                                                                                <- x02(1)
                                                                                <- y02(1)
                                                                qkp(1) <- AND (0x140000eaaf0) <- 
                                                                        <- x03(1)
                                                                        <- y03(1)
                                                        jhb(1) <- AND (0x140000ee310) <- 
                                                                <- y04(1)
                                                                <- x04(1)
                                                    jbk(0) <- XOR (0x140000bd420) <- 
                                                            <- y05(1)
                                                            <- x05(1)
                                                gvh(1) <- AND (0x140000ef0a0) <- 
                                                        <- x05(1)
                                                        <- y05(1)
                                            thj(0) <- XOR (0x140000eb1f0) <- 
                                                    <- x06(1)
                                                    <- y06(1)
                                        dsw(1) <- AND (0x140000e6ee0) <- 
                                                <- y06(1)
                                                <- x06(1)
                                    pmd(0) <- XOR (0x140000e6f50) <- 
                                            <- y07(1)
                                            <- x07(1)
                                dgf(1) <- AND (0x140000bdab0) <- 
                                        <- x07(1)
                                        <- y07(1)
                            tbw(0) <- XOR (0x140000e7570) <- 
                                    <- x08(1)
                                    <- y08(1)
                    sqm(0) <- XOR (0x140000eb650) <- 
                            <- y09(1)
                            <- x09(1)
                bcs(1) <- AND (0x140000eaee0) <- 
                        <- y09(1)
                        <- x09(1)
        bqd(1) <- AND (0x140000eeaf0) <- 
                <- x10(1)
                <- y10(1)
============== z12 ====================
z12(1) <- XOR (0x140000e6a10) <- 
